Entities,Tokens,Raw Text
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O']","['Understanding', 'the', 'current', 'yield', 'performance', 'hinges', 'on', 'the', 'fertilizer', 'nitrogen', '(', 'N', ')', 'index', '(', 'partial', 'factor', 'productivity', 'of', 'fertilizer', 'N', ',', 'PFPN', ')', 'for', 'explanatory', 'purposes', '.']","Understanding the current yield performance hinges on the fertilizer nitrogen ( N ) index ( partial factor productivity of fertilizer N , PFPN ) for explanatory purposes ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Climate', 'change', 'is', 'evolving', 'as', 'one', 'of', 'the', 'leading', 'environmental', 'problems', 'facing', 'modern', 'world', '.']",Climate change is evolving as one of the leading environmental problems facing modern world.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'rose', 'family', '(', 'Rosaceae', ')', 'consists', 'of', 'grape', ',', 'along', 'with', 'many', 'shrubs', ',', 'vine', 'plants', ',', 'nut', 'trees', ',', 'and', 'perennial', 'garden', 'plants', ',', 'all', 'of', 'which', 'favor', 'shade', 'conditions', '.']","The rose family ( Rosaceae ) consists of grape , along with many shrubs , vine plants , nut trees , and perennial garden plants , all of which favor shade conditions ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Season', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'is', ',', 'in', 'fact', ',', 'a', 'popular', 'name', 'in', 'the', 'winter', 'fruit', 'list', ',', 'and', 'hence', 'getting', 'this', 'red-colored', 'fruit', 'for', 'your', 'home', 'is', 'a', 'must', '.']","This is, in fact, a popular name in the winter fruit list, and hence getting this red-colored fruit for your home is a must."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Season', 'O', 'O']","['Then', ',', 'lastly', ',', 'you', 'will', 'be', 'able', 'to', 'enjoy', 'the', 'crunchiness', 'of', 'the', 'seeds', 'sitting', 'deep', 'inside', 'the', 'fruit.This', 'is', 'one', 'of', 'the', 'excellent', 'seasonal', 'fruits', 'that', 'you', 'can', 'savor', 'in', 'the', 'autumn', 'season', '.']","Then, lastly, you will be able to enjoy the crunchiness of the seeds sitting deep inside the fruit.This is one of the excellent seasonal fruits that you can savor in the autumn season."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'I-Other_Quantity', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['We', 'surveyed', 'grassland', 'birds', 'across', 'a', 'region', 'spanning', '26', '500', 'km2', 'in', 'northeast', 'Montana', ',', 'United', 'States', 'to', 'assess', 'how', 'distribution', 'and', 'abundance', 'were', 'affected', 'by', 'weather', ',', 'soils', ',', 'and', 'grazing', '.']","We surveyed grassland birds across a region spanning 26 500 km2 in northeast Montana, United States to assess how distribution and abundance were affected by weather, soils, and grazing."
"['O', 'O', 'O', 'O', 'O', 'B-Agri_Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O']","['Results', 'showed', 'that', 'integration', 'of', 'CA-based', 'management', 'practices', 'with', 'diversified', 'cropping', 'system', 'improved', 'the', 'wheat', 'yield', 'and', 'also', 'helped', 'in', 'improving', 'the', 'resource', '(', 'water', ')', 'use', 'efficiency', 'and', 'grain', 'quality', 'in', 'the', 'NW', 'India', '.']",Results showed that integration of CA-based management practices with diversified cropping system improved the wheat yield and also helped in improving the resource (water) use efficiency and grain quality in the NW India.
"['O', 'B-Crop', 'I-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'staple', 'food', 'crops', 'like', 'wheat', ',', 'rice', ',', 'corn', ',', 'beans', ',', 'etc.', ',', 'are', 'widely', 'acknowledged', 'in', 'agriculture', '.']","The staple food crops like wheat , rice , corn , beans , etc. , are widely acknowledged in agriculture ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O', 'B-Location', 'O', 'B-Date_and_Time', 'O', 'B-Date_and_Time', 'O']","['Under', 'the', 'present', 'and', 'future', 'climatic', 'conditions', ',', 'the', 'model', 'predicted', 'high', 'habitat', 'suitable', 'category', 'for', 'bactrocera', 'correcta', 'in', 'the', 'areas', 'of', 'south-western', 'coastal', '(', 'Kerala', ',', 'Karnataka', ',', 'Tamilnadu', ',', 'Maharashtra', 'and', 'Gujarat', ')', 'part', 'of', 'India', 'by', '2050', 'and', '2070', '.']","Under the present and future climatic conditions, the model predicted high habitat suitable category for bactrocera correcta in the areas of south-western coastal (Kerala, Karnataka, Tamilnadu, Maharashtra and Gujarat) part of India by 2050 and 2070."
"['O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'Western', 'Europe', ',', 'due', 'to', 'the', 'marketoriented', 'economy', 'system', ',', 'this', 'target', 'was', 'achieved', 'by', 'the', 'end', 'of', 'the', '1970s', '.']","In Western Europe, due to the marketoriented economy system, this target was achieved by the end of the 1970s."
"['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'O', 'O']","['Rot', ',', 'any', 'of', 'several', 'plant', 'diseases', ',', 'caused', 'by', 'any', 'of', 'hundreds', 'of', 'species', 'of', 'soil-borne', 'bacteria', ',', 'fungi', ',', 'and', 'funguslike', 'organisms', '(', 'Oomycota', ')', '.']","Rot, any of several plant diseases, caused by any of hundreds of species of soil-borne bacteria, fungi, and funguslike organisms (Oomycota)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Climate', 'change', 'is', 'evolving', 'as', 'one', 'of', 'the', 'leading', 'environmental', 'problems', 'facing', 'modern', 'world', '.']",Climate change is evolving as one of the leading environmental problems facing modern world.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'last', 'section', 'derives', 'conclusions', 'for', 'the', 'research', 'and', 'policy', 'agenda', '.']",The last section derives conclusions for the research and policy agenda.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Vegetable', 'O', 'B-Crop', 'O', 'B-Fruit', 'O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O']","['Several', 'hundred', 'plant', 'species', 'are', 'susceptible', ',', 'including', 'economically', 'important', 'food', 'crops', 'such', 'as', 'sweet', 'potatoes', ',', 'tomatoes', ',', 'legumes', ',', 'melons', ',', 'and', 'bananas', '(', 'in', 'which', 'the', 'infection', 'is', 'known', 'as', 'Panama', 'disease', ')', '.']","Several hundred plant species are susceptible, including economically important food crops such as sweet potatoes, tomatoes, legumes, melons, and bananas (in which the infection is known as Panama disease)."
"['B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'B-Agri_Waste', 'B-Agri_Waste', 'O', 'O', 'B-Agri_Waste', 'B-Agri_Waste', 'B-Agri_Waste', 'O', 'B-Agri_Waste', 'B-Agri_Waste', 'B-Agri_Waste', 'O', 'B-Agri_Waste', 'B-Agri_Waste', 'B-Agri_Waste', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Agri_Waste', 'B-Agri_Waste', 'B-Agri_Waste', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Agri_Waste', 'I-Agri_Waste', 'I-Agri_Waste', 'O', 'B-Nutrient', 'O', 'B-Quantity', 'B-Quantity', 'O', 'B-Agri_Waste', 'I-Agri_Waste', 'B-Agri_Waste', 'O', 'B-Chemical', 'B-Chemical', 'O', 'B-Nutrient', 'O', 'B-Quantity', 'B-Quantity', 'O']","['clean', 'cultivation', '(', 'removal', 'of', 'paddy', 'straw', ')', ',', 'paddy', 'straw', 'incorporation', ',', 'paddy', 'straw', 'mulching', ',', 'paddy', 'straw', 'incorporation', '+', 'Pusa', 'decomposer', ',', 'paddy', 'straw', 'mulching', '+', 'Pusa', 'decomposer', ',', 'paddy', 'straw', 'incorporation', '+', 'urea', '@', '20', 'kg/ha', ',', 'paddy', 'straw', 'incorporation', '+', 'Pusa', 'decomposer', '+', 'urea', '@', '10', 'kg/ha', '.']","clean cultivation (removal of paddy straw), paddy straw incorporation, paddy straw mulching, paddy straw incorporation + Pusa decomposer, paddy straw mulching + Pusa decomposer, paddy straw incorporation + urea @20 kg/ha, paddy straw incorporation + Pusa decomposer + urea @10 kg/ha."
"['O', 'O', 'O', 'B-Location', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Citation', 'B-Citation', 'O', 'O', 'B-Citation', 'O', 'O']","['Although', 'expansion', 'of', 'agricultural', 'land', 'has', 'mostly', 'come', 'at', 'the', 'expense', 'of', 'tropical', 'forests', ',', 'other', 'important', 'biomes', 'of', 'high', 'conservation', 'value', '(', 'e.g.', ',', 'grasslands', ',', 'savannas', ',', 'shrublands', ')', 'are', 'also', 'shrinking', 'dramatically', '(', 'Gibbs', 'et', 'al', ',', '2010', ')', '.']","Although expansion of agricultural land has mostly come at the expense of tropical forests, other important biomes of high conservation value (e.g., grasslands, savannas, shrublands) are also shrinking dramatically (Gibbs et al, 2010)."
"['O', 'O', 'B-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'B-Field_Area', 'I-Field_Area', 'I-Field_Area', 'I-Field_Area', 'O']","['Conversely', ',', 'Europe', 'and', 'North', 'America', 'will', 'see', 'an', 'increase', 'in', 'area', 'suitable', 'for', 'cultivation', '.']","Conversely, Europe and North America will see an increase in area suitable for cultivation."
"['O', 'O', 'O', 'O', 'O', 'B-Season', 'O', 'O', 'O', 'O', 'B-Food_Item', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Food_Item', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['You', 'can', 'easily', 'include', 'the', 'winter', 'season', 'fruit', 'in', 'the', 'salads', 'or', 'use', 'it', 'to', 'make', 'some', 'delicious', 'sweet', 'dishes.Even', 'though', 'figs', 'are', 'considered', 'one', 'of', 'the', 'all', 'seasonal', 'fruits', 'in', 'India', ',', 'you', 'will', 'get', 'the', 'dried', 'version', 'of', 'the', 'same', 'in', 'other', 'seasons', '.']","You can easily include the winter season fruit in the salads or use it to make some delicious sweet dishes.Even though figs are considered one of the all seasonal fruits in India, you will get the dried version of the same in other seasons."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Public–private', 'partnerships', 'that', 'aim', 'at', 'the', 'development', 'of', 'innovations', 'have', 'gained', 'increasing', 'attention', 'from', 'governments', ',', 'public', 'research', 'and', 'private', 'companies', ',', 'because', 'they', 'enable', 'partners', 'to', 'draw', 'from', 'complementary', 'resources', 'and', 'profit', 'from', 'synergy', 'and', 'joint', 'learning', '.']","Public–private partnerships that aim at the development of innovations have gained increasing attention from governments, public research and private companies, because they enable partners to draw from complementary resources and profit from synergy and joint learning."
"['O', 'O', 'O', 'O', 'O', 'B-Weather', 'I-Weather', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'B-Field_Area', 'I-Field_Area', 'O', 'B-Location', 'O', 'O', 'B-Location', 'I-Location', 'I-Location', 'I-Location', 'O', 'B-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'B-Location', 'O']","['Flourishing', 'in', 'tropical', 'climates', 'with', 'high', 'humidity', ',', 'bacterial', 'blight', 'has', 'been', 'documented', 'in', 'rice-producing', 'areas', 'across', 'Asia', ',', 'the', 'western', 'coast', 'of', 'Africa', ',', 'Australia', ',', 'Latin', 'America', ',', 'and', 'the', 'Caribbean', '.']","Flourishing in tropical climates with high humidity , bacterial blight has been documented in rice-producing areas across Asia , the western coast of Africa , Australia , Latin America , and the Caribbean ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'I-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'second', 'reason', 'of', 'the', 'YG', ',', 'between', 'Western', 'and', 'Central', 'Europe', 'countries', 'is', 'strictly', 'rooted', 'into', 'the', 'history', 'of', 'both', 'parts', 'of', 'the', 'continent', 'during', 'the', '20th', 'century', '.']","The second reason of the YG, between Western and Central Europe countries is strictly rooted into the history of both parts of the continent during the 20th century."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O']","['Therefore', ',', 'well', 'organized', 'agronomic', 'strategy', 'must', 'be', 'applied', 'in', 'this', 'mean', 'time', ',', 'number', 'of', 'crop', 'cultivation', 'practices', 'are', 'available', ',', 'they', 'can', 'minimize', 'P', 'use', 'along', 'with', 'improve', 'yield', 'and', 'can', 'save', 'P', 'and', 'extend', 'the', 'threat', 'to', 'several', 'hundred', 'years', '.']","Therefore, well organized agronomic strategy must be applied in this mean time, number of crop cultivation practices are available, they can minimize P use along with improve yield and can save P and extend the threat to several hundred years."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O']","['The', 'assumption', 'that', 'yield', 'improvement', '(', 'e.g.', ',', '‘', '‘', 'super', 'palms', '’', '’', 'variety', ')', 'would', 'spare', 'land', 'for', 'nature', 'has', 'recently', 'been', 'disputed', '(', 'Carrasco', 'et', 'al', ',', '2014', ';', 'Giam', 'et', 'al', ',', '2014', ')', ',', 'leaving', 'little', 'hope', 'for', 'the', 'future', 'of', 'tropical', 'ecosystems', '.']","The assumption that yield improvement (e.g., ‘‘super palms’’ variety) would spare land for nature has recently been disputed (Carrasco et al, 2014; Giam et al, 2014), leaving little hope for the future of tropical ecosystems."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['an', 'issue', 'determining', 'actors', 'required', 'who', 'collaboratively', 'initiate', 'a', 'reflexive', 'programme', 'to', 'address', 'the', 'concern', 'and', 'simultaneously', 'build', 'the', 'capacity', 'and', 'social', 'capital', 'of', 'those', 'involved', ')', '.']",an issue determining actors required who collaboratively initiate a reflexive programme to address the concern and simultaneously build the capacity and social capital of those involved).
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Changes', 'in', 'the', 'biosphere', ',', 'biodiversity', 'and', 'natural', 'resources', 'are', 'adversely', 'affecting', 'human', 'health', 'and', 'quality', 'of', 'life', '.']","Changes in the biosphere, biodiversity and natural resources are adversely affecting human health and quality of life."
"['B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Mann', 'Kendall', 'trend', 'test', 'was', 'performed', 'on', 'a', '0.25-degree', 'gridded', 'data', 'and', 'the', 'trends', 'were', 'then', 'compared', 'with', 'the', 'distribution', 'of', 'groundwater', 'stress', 'map', 'of', 'the', 'study', 'area', '.']",Mann Kendall trend test was performed on a 0.25-degree gridded data and the trends were then compared with the distribution of groundwater stress map of the study area.
"['B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'B-ML_Model', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O']","['Min-', 'Max', 'Normalization', 'technique', 'followed', 'by', 'Feature', 'Selection', 'algorithm', ',', '‘', 'cfsSubsetEval', '’', 'was', 'also', 'adopted', 'to', 'improve', 'quality', 'and', 'accuracy', 'of', 'data', 'mining', 'algorithms', '.']","Min- Max Normalization technique followed by Feature Selection algorithm, ‘cfsSubsetEval’ was also adopted to improve quality and accuracy of data mining algorithms."
"['O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O']","['Major', 'millet', 'crops', 'include', 'jowar', 'or', 'sorghum', '(', 'Sorghum', 'bicolor', ')', ',', 'bajra', 'or', 'pearl', 'millet', '(', 'Pennisetum', 'glaucum', ')', ',', 'mandua/ragi', 'or', 'finger', 'millet', '(', 'Eleusine', 'coracana', ')', ';', 'and', 'small', 'millets', 'comprising', 'of', 'kangni', 'or', 'foxtail', 'millet', '(', 'Setaria', 'italica', ')', ',', 'kutki', 'or', 'sama', 'or', 'little', 'millet', '(', 'Panicum', 'antidotale', ')', ',', 'kodo', 'millet', '(', 'Paspalum', 'scrobiculatum', ')', ',', 'jhangora', 'or', 'sawan', 'or', 'barnyard', 'millet', '(', 'Echinochloa', 'frumentacea', ')', ',', 'cheena', 'or', 'proso', 'millet', '(', 'Setaria', 'italica', ')', 'and', 'korale', 'or', 'brown', 'top', 'millet', '(', 'Brachiaria', 'ramosa', ')', '.']","Major millet crops include jowar or sorghum (Sorghum bicolor), bajra or pearl millet (Pennisetum glaucum), mandua/ragi or finger millet (Eleusine coracana); and small millets comprising of kangni or foxtail millet (Setaria italica), kutki or sama or little millet (Panicum antidotale), kodo millet (Paspalum scrobiculatum), jhangora or sawan or barnyard millet (Echinochloa frumentacea), cheena or proso millet (Setaria italica) and korale or brown top millet (Brachiaria ramosa)."
